iter	Logloss
204	0.09599268268
205	0.0954746105
206	0.09506316977
207	0.09439055138
208	0.09393000727
209	0.09343969477
210	0.09291014394
211	0.0923072125
212	0.09183555724
213	0.09120620497
214	0.09073889569
215	0.09020176891
216	0.08964644589
217	0.08912171333
218	0.08877881577
219	0.08827197978
220	0.08779801914
221	0.08729296478
222	0.08665275924
223	0.08613778289
224	0.08569414456
225	0.08527480385
226	0.08489996916
227	0.08442227863
228	0.08403173959
229	0.08356003748
230	0.08322272098
231	0.08282303735
232	0.08234068854
233	0.08184900597
234	0.08139429595
235	0.08092517766
236	0.0804595926
237	0.08017749495
238	0.07964123389
239	0.07923353553
240	0.07900929843
241	0.07863908798
242	0.07817650019
243	0.07765350309
244	0.0774345183
245	0.07707335724
246	0.07675024338
247	0.07639285893
248	0.0761305044
249	0.07565947924
250	0.07527239438
251	0.07484648377
252	0.07456262162
253	0.07415653214
254	0.07378949948
255	0.07356346145
256	0.0731143109
257	0.07285162988
258	0.07260107941
259	0.07225714846
260	0.07186857603
261	0.07154275432
262	0.07118213808
263	0.07085471979
264	0.0705421499
265	0.07023657829
266	0.06987719738
267	0.06953109095
268	0.06922407963
269	0.06873790814
270	0.06843836398
271	0.06816692011
272	0.06778567356
273	0.06758274963
274	0.06727308443
275	0.06686945957
276	0.0665851079
277	0.06629510326
278	0.06608720336
279	0.06579442418
280	0.06539498607
281	0.06513798608
282	0.06483821839
283	0.0646084798
284	0.06435047449
285	0.06397540699
286	0.06361161868
287	0.06335208778
288	0.06299815905
289	0.06276241572
290	0.06252334817
291	0.06225401339
292	0.06200949054
293	0.06174744587
294	0.06147082597
295	0.06117274426
296	0.06088185083
297	0.06065472375
298	0.06047325116
299	0.06024662205
300	0.05999341321
301	0.05970240817
302	0.05941238232
303	0.05914385144
304	0.05891964123
305	0.05876304334
306	0.05851828415
307	0.05826925837
308	0.05805073496
309	0.05777026878
310	0.05751538358
311	0.0572179675
312	0.05689556739
313	0.05659476746
314	0.05636031784
315	0.05609012895
316	0.05586762614
317	0.05563370309
318	0.05545575546
319	0.05523700173
320	0.05497849748
321	0.0547356077
322	0.05457904611
323	0.05437897245
324	0.0541687377
325	0.05392806972
326	0.05377350953
327	0.05357988007
328	0.05336336478
329	0.05313999172
330	0.05295904862
331	0.0527692418
332	0.05252575459
333	0.05237066923
334	0.05219382148
335	0.05198110732
336	0.05178282146
337	0.05165200415
338	0.05141671734
339	0.05119063361
340	0.05100335358
341	0.05085822964
342	0.05066573247
343	0.05046357624
344	0.05032094043
345	0.05008529455
346	0.04988335652
347	0.04973113955
348	0.04955299557
349	0.04933580423
350	0.04909488259
351	0.04895474582
352	0.04878830684
353	0.04867956294
354	0.04842952468
355	0.04829101434
356	0.04812956296
357	0.04790498278
358	0.04778749143
359	0.04760181314
360	0.04747977622
361	0.04731167665
362	0.04715184166
363	0.04697632906
364	0.04680713448
365	0.04655829155
366	0.04633941091
367	0.04617409582
368	0.04601653244
369	0.04588701275
370	0.04577379892
371	0.04565620631
372	0.045494141
373	0.0452442514
374	0.04507975187
375	0.044920446
376	0.04475762093
377	0.044581422
378	0.04438254633
379	0.04421015885
380	0.04399854934
381	0.04382547113
382	0.04371294744
383	0.0435274409
384	0.04338732584
385	0.0432295592
386	0.0430847651
387	0.04293543469
388	0.04273661698
389	0.04260446694
390	0.04250455866
391	0.04232105824
392	0.04211773188
393	0.04197677892
394	0.04184471191
395	0.04172548127
396	0.04158884736
397	0.04148785249
398	0.04137170821
399	0.04126196699
400	0.0410638563
401	0.04094264172
402	0.04081687568
403	0.04076379443
404	0.04063069303
405	0.04059603538
406	0.0404484243
407	0.04033154262
408	0.04020079849
409	0.04009598715
410	0.03997532899
411	0.03980974503
412	0.03967990383
413	0.03960819055
414	0.03953778804
415	0.03940297338
416	0.0392892609
417	0.03917043549
418	0.03900998897
419	0.03886242576
420	0.03871162937
421	0.03861245208
422	0.03847672277
423	0.03835394691
424	0.03822849111
425	0.03810709031
426	0.03802017946
427	0.03785833771
428	0.03778846378
429	0.03769971465
430	0.03763516235
431	0.03750322242
432	0.03740607073
433	0.03731849569
434	0.03718887374
435	0.03707354815
436	0.03700756265
437	0.03693611179
438	0.03675274053
439	0.03661523785
440	0.03650789786
441	0.03641497007
442	0.03634499411
443	0.03619171772
444	0.03606772226
445	0.03592707767
446	0.03582083615
447	0.03567391678
448	0.03558403703
449	0.03547866654
450	0.03535906267
451	0.03527770563
452	0.03515700254
453	0.03499097603
454	0.03490324165
455	0.03480510464
456	0.03472952205
457	0.03462903927
458	0.03451882534
459	0.03443100011
460	0.03437489317
461	0.03432905977
462	0.0342626568
463	0.03416794916
464	0.0340573685
465	0.03396744407
466	0.03390744684
467	0.03380773505
468	0.03375677282
469	0.0336382936
470	0.03355520751
471	0.03347342476
472	0.03340069387
473	0.03328723481
474	0.03322036086
475	0.03312951792
476	0.03305141626
477	0.03296912735
478	0.03287267938
479	0.03281789519
480	0.03279931474
481	0.0326994607
482	0.03258350521
483	0.03252829147
484	0.03243196656
485	0.03236706518
486	0.0322774164
487	0.03216552892
488	0.03206111626
489	0.03199110898
490	0.03190739026
491	0.03185685498
492	0.03175632279
493	0.03169773287
494	0.03159344953
495	0.03151632668
496	0.03143573834
497	0.03137416908
498	0.03130291856
499	0.03127348385
500	0.03116489987
501	0.03107908983
502	0.03105114466
503	0.03098133573
504	0.0308981045
505	0.03080208164
506	0.03073297854
507	0.03062647198
508	0.03054469931
509	0.03044897977
510	0.03034780089
511	0.03027157623
512	0.03024336845
513	0.03014742239
514	0.03005245093
515	0.02997038881
516	0.02986057169
517	0.02977767779
518	0.02974427288
519	0.02967201886
520	0.02956735585
521	0.02951385834
522	0.02943967496
523	0.02941996647
524	0.02932807075
525	0.02923198577
526	0.02915640713
527	0.02905806085
528	0.02898023251
529	0.02897357336
530	0.02886316323
531	0.02879983672
532	0.02872015595
533	0.02868621107
534	0.02860385408
535	0.02854376626
536	0.02844906167
537	0.02835370754
538	0.02826299604
539	0.02820826988
540	0.02814579668
541	0.0281151551
542	0.02800671701
543	0.02793414595
544	0.02791938673
545	0.02786050678
546	0.02779395168
547	0.0277246378
548	0.02764817385
549	0.02759584998
550	0.02752169269
551	0.02747974851
552	0.02744412517
553	0.02736849749
554	0.02730602181
555	0.02723517824
556	0.02713976021
557	0.02708133646
558	0.02703280824
559	0.0269503854
560	0.02692564351
561	0.02689489967
562	0.02683840982
563	0.0267950391
564	0.02670427511
565	0.02666350768
566	0.02660076275
567	0.026533607
568	0.0265011272
569	0.02642602343
570	0.02638353606
571	0.02631717532
572	0.02623424257
573	0.02617780305
574	0.02614659858
575	0.02606717901
576	0.0260435809
577	0.02601055636
578	0.02592859463
579	0.0258484009
580	0.02575416688
581	0.02568491509
582	0.02563554641
583	0.02556147874
584	0.0254753838
585	0.02538635575
586	0.02534590028
587	0.02528904913
588	0.02524830404
589	0.02517004766
590	0.02510540265
591	0.02506124661
592	0.02504580072
593	0.02498216495
594	0.02492142635
595	0.02485203162
596	0.02480623128
597	0.02475862784
598	0.02469423973
599	0.02463384644
600	0.02458146618
601	0.02452527177
602	0.02448418548
603	0.02445117117
604	0.02438273173
605	0.0243259619
606	0.02429114853
607	0.02419675564
608	0.02413523202
609	0.02407844589
610	0.02403521116
611	0.02398622493
612	0.02392783422
613	0.02386194354
614	0.02378011396
615	0.02372637984
616	0.02368970972
617	0.02364590272
618	0.02358420191
619	0.02351432369
620	0.02346363294
621	0.0234022787
622	0.0233788863
623	0.0233333915
624	0.02325379453
625	0.02321557851
626	0.02316276576
627	0.02308161019
628	0.02307014259
629	0.023034336
630	0.02301105693
631	0.02297817325
632	0.02293518098
633	0.02291741953
634	0.02286941568
635	0.02279818899
636	0.02274408853
637	0.02270711212
638	0.0226556813
639	0.02259990872
640	0.02252857308
641	0.022499251
642	0.02244533425
643	0.02239638689
644	0.02234971573
645	0.02229846449
646	0.02227145175
647	0.02221500014
648	0.02216611774
649	0.02215888089
650	0.02210347958
651	0.02207903455
652	0.0220497181
653	0.02203833718
654	0.02200446016
655	0.02194975786
656	0.02190264541
657	0.02189766097
658	0.02184904619
659	0.02179728504
660	0.0217624936
661	0.02174375992
662	0.02170105619
663	0.02165381121
664	0.02162496117
665	0.02161401183
666	0.0216004008
667	0.02154912397
668	0.02152525087
669	0.02151063479
670	0.0214887962
671	0.02144377317
672	0.02139883633
673	0.02139184275
674	0.02133854625
675	0.02129593675
676	0.0212156795
677	0.02118047663
678	0.02111419878
679	0.02109168899
680	0.02103879455
681	0.02100300079
682	0.02095857234
683	0.0209443919
684	0.02090545608
685	0.02089425822
686	0.02084307529
687	0.02081091111
688	0.02074850125
689	0.02067704247
690	0.02064063327
691	0.02060621077
692	0.02056273553
693	0.02051027755
694	0.02048494803
695	0.02045331481
696	0.02040915557
697	0.02039743441
698	0.02036020814
699	0.02029979941
700	0.02023918019
701	0.02019925575
702	0.02018843834
703	0.02016067563
704	0.02010901504
705	0.02006446147
706	0.02004251173
707	0.01999588635
708	0.01995612684
709	0.01994851714
710	0.01988810119
711	0.01984445364
712	0.01982864654
713	0.01979769307
714	0.01977391956
715	0.01974511963
716	0.01971525763
717	0.01967851796
718	0.01963681563
719	0.01961624951
720	0.01956877744
721	0.01955868812
722	0.01950770062
723	0.01948814292
724	0.01945286053
725	0.01944778244
726	0.01941338784
727	0.01937243221
728	0.0193700426
729	0.01935744289
730	0.01931609188
731	0.01927230386
732	0.01923580687
733	0.0192077137
734	0.01916124678
735	0.01911962003
736	0.01906782121
737	0.01901254099
738	0.01899277197
739	0.01894450996
740	0.01892607452
741	0.01890424593
742	0.0188663563
743	0.01882886528
744	0.01877260876
745	0.01873853833
746	0.01871044872
747	0.0186958966
748	0.01865040711
749	0.01864527702
750	0.01860378572
751	0.01856074813
752	0.01855041105
753	0.01850416755
754	0.01848861875
755	0.01845203688
756	0.01843209687
757	0.01841381143
758	0.01837410636
759	0.01835496705
760	0.01830233634
761	0.01825434685
762	0.01821294623
763	0.01817186725
764	0.01812320669
765	0.01807759096
766	0.01804611008
767	0.01804058871
768	0.01801270803
769	0.01799024313
770	0.01797973761
771	0.01797282312
772	0.01792802175
773	0.01791482661
774	0.01788398042
775	0.01786854656
776	0.0178313988
777	0.01778793822
778	0.01776020846
779	0.01771466314
780	0.01767779808
781	0.01764269522
782	0.01760732123
783	0.01760286951
784	0.0175836492
785	0.01753810089
786	0.01750402777
787	0.01747469444
788	0.01744113257
789	0.01741236478
790	0.01738517368
791	0.01734780881
792	0.01731210411
793	0.01728821323
794	0.01725472774
795	0.01722292764
796	0.01719707631
797	0.01716918685
798	0.017134831
799	0.01708874041
800	0.01705727473
801	0.01705481595
802	0.01702789162
803	0.01699350756
804	0.01695889015
805	0.01692087546
806	0.01691150777
807	0.01686258079
808	0.01682929994
809	0.01679068374
810	0.01678135998
811	0.01676781255
812	0.0167246498
813	0.01671719969
814	0.01668028378
815	0.01664691571
816	0.01661504228
817	0.01658616761
818	0.0165743809
819	0.01654830827
820	0.01653570161
821	0.01650300949
822	0.01647885382
823	0.01643564025
824	0.01641548394
825	0.0163776113
826	0.01636350731
827	0.01633510533
828	0.01631693893
829	0.01630506737
830	0.01626473469
831	0.01623996779
832	0.01620501188
833	0.01616557114
834	0.01614185042
835	0.0161115014
836	0.01607929946
837	0.01603718325
838	0.01601626972
839	0.01599487438
840	0.01597872876
841	0.01594444833
842	0.0159130542
843	0.0158695308
844	0.01583996708
845	0.01583276125
846	0.01579316454
847	0.01578384451
848	0.01575663131
849	0.01569822412
850	0.01566550156
851	0.01563229158
852	0.01560175977
853	0.01558950469
854	0.01555651101
855	0.01551258133
856	0.01548749645
857	0.01546164329
858	0.01544698519
859	0.01540376335
860	0.01536940001
861	0.01531169276
862	0.01528554258
863	0.01526668693
864	0.01525939117
865	0.01525410284
866	0.01524231951
867	0.0152286541
868	0.01520012308
869	0.01519538666
870	0.01518569695
871	0.01516196456
872	0.01512974442
873	0.0151131613
874	0.01507907523
875	0.01505615913
876	0.01501819491
877	0.01498819203
878	0.01496245912
879	0.01495947225
880	0.01493498948
881	0.01492835283
882	0.01488493341
883	0.01485991657
884	0.01483460339
885	0.01482050501
886	0.01476900318
887	0.01474987051
888	0.01468729771
889	0.01465334551
890	0.01462986553
891	0.01461467801
892	0.01457927959
893	0.01456463371
894	0.01454629496
895	0.01451734961
896	0.01450136045
897	0.01449496523
898	0.01445290612
899	0.01441030585
900	0.01440413649
901	0.01438355448
902	0.01438197683
903	0.01433965663
904	0.01433423201
905	0.01432275192
906	0.01429123835
907	0.01425870474
908	0.01424278847
909	0.01422192874
910	0.01421699791
911	0.01421238502
912	0.01419982536
913	0.01416290259
914	0.01413804304
915	0.01412118452
916	0.01408295099
917	0.01407467275
918	0.0140587315
919	0.01404579912
920	0.01401878581
921	0.01399238525
922	0.01396072759
923	0.0139285032
924	0.01389860512
925	0.01386782215
926	0.01383928786
927	0.01382579118
928	0.01380545579
929	0.01378422083
930	0.01377121172
931	0.01373926519
932	0.0137198944
933	0.01369314549
934	0.01366268273
935	0.01364906112
936	0.01362412288
937	0.0135807558
938	0.01357605142
939	0.01357042503
940	0.01356240979
941	0.01353275618
942	0.01352016362
943	0.01349192594
944	0.01348007076
945	0.01347675849
946	0.01343773416
947	0.01343141362
948	0.01341096887
949	0.01340328485
950	0.01338480583
951	0.01336638632
952	0.01334389857
953	0.01333232947
954	0.01332168932
955	0.01331621169
956	0.01329986061
957	0.01327752247
958	0.01325921704
959	0.01323187523
960	0.01321910928
961	0.01321306986
962	0.01317771962
963	0.01315478362
964	0.01313627849
965	0.01312992745
966	0.01312769792
967	0.01312485024
968	0.01310977512
969	0.01310792131
970	0.01308486725
971	0.01304538034
972	0.01304130884
973	0.01302488606
974	0.01299667517
975	0.01297681531
976	0.01294379654
977	0.01290475473
978	0.01289082565
979	0.01287123442
980	0.01284816088
981	0.01282143099
982	0.01279760244
983	0.01279435046
984	0.01276736793
985	0.01273962923
986	0.01270920537
987	0.01268678491
988	0.01266200156
989	0.01265134693
990	0.01263169923
991	0.01262643267
992	0.01261908165
993	0.01258587617
994	0.01257826458
995	0.01256419025
996	0.01254551684
997	0.01252407381
998	0.01250299815
999	0.01248460122
